electrical load
2536.982
1278.251333
1638.966667
2129.524667
2224.71
2446.484
2707.797333
2699.434667
2669.123333
2569.172667
2566.632
2466.718667
2469.552667
2327.182
2223.400667
2187.332
2219.235333
2449.714
2541.846667
2487.7
2535.614667
2726.364667
2298.000667
2008.167333
