Power output in W
128.7274272
68.31400372
7.134373988
0.498881041
1.920504459
3.345878863
9.101895697
8.083373262
3.342127878
0.022505912
0
0
0
0
1.920504459
5.240126426
8.083373262
40.82891815
68.31400372
88.67740095
125.3723129
166.7686553
298.8415486
390.3822555
444.8431868
583.8996081
778.6339816
857.4552996
908.5211932
936.1318283
950.5209564
950.5209564
955.086257
952.0467279
947.4934412
944.4659261
949.0071988
959.6395437
972.7365259
982.1472022
983.4540399
986.0180022
985.5019591
985.5019591
986.0180022
984.9899793
982.9379967
978.7214452
971.8834718
964.1928304
965.706588
964.1928304
958.1257862
956.6000146
955.086257
952.0467279
950.5209564
950.5209564
945.9796836
938.3352339
925.0798256
920.6730144
927.3007185
942.7595324
945.9796836
949.0071988
952.0467279
949.0071988
945.9796836
938.3352339
931.7250171
925.0798256
925.0798256
940.5561268
947.4934412
949.0071988
953.5724995
953.5724995
950.5209564
950.5209564
950.5209564
953.5724995
950.5209564
953.5724995
958.1257862
970.1705933
974.4494044
977.0085667
976.1555126
971.8834718
962.6790729
950.5329703
940.5561268
922.87642
903.4307639
872.8073879
842.1436116
837.0127821
877.8978171
903.4307639
911.8244173
888.1190759
847.2340408
815.180638
766.4839059
709.2102859
632.1018895
574.8136957
536.6475009
528.9780282
559.5955294
670.6942224
760.408868
790.832272
778.6339816
680.3041709
670.617953
680.3041709
661.0080045
718.8965039
790.832272
790.832272
748.1623631
689.9141195
680.3041709
559.5351399
513.8202514
593.585826
490.8722229
351.5519191
498.481306
567.2046126
651.398056
689.9141195
736.0122874
754.2856156
803.0305623
872.8073879
809.1056001
651.398056
641.7881074
661.0080045
603.272044
513.7598619
521.4293346
574.8136957
748.2105777
837.0127821
809.1056001
778.6339816
754.2856156
837.0531823
867.6765584
826.8319236
920.6730144
925.0973129
920.6730144
918.4696088
918.4521214
918.4521214
911.8244173
916.2487158
893.2095051
852.3648703
862.5861291
837.0127821
826.8319236
815.180638
872.7669876
911.8244173
920.6730144
936.1318283
931.7075297
908.5211932
831.962753
651.398056
622.491941
641.711838
831.962753
862.5861291
872.8073879
784.7572341
567.144223
405.9513127
172.4819427
63.31132268
63.31132268
81.99359049
155.387067
351.5519191
603.1957745
529.0384177
583.8996081
521.4293346
475.593667
559.5351399
382.6284957
183.8185445
85.32228661
70.80545752
85.34870483
92.00609707
217.9183228
335.9828619
359.3672166
390.4437932
336.0443997
313.6496232
359.3056788
421.5203699
421.5203699
452.6584843
467.9845839
429.2741296
413.7666101
475.593667
521.4293346
567.2046126
544.256584
748.2105777
815.180638
847.2744411
826.8319236
778.6339816
760.3606535
778.6821962
728.5064524
680.3041709
699.6003374
748.1623631
847.2744411
911.8244173
809.1056001
641.7881074
544.256584
529.0384177
536.6475009
452.5969465
398.1975529
328.4576978
232.2930078
217.9183228
284.0920039
269.2839293
172.4369562
166.8136418
161.1003544
149.7637527
85.32228661
34.35732542
19.61388525
36.45639148
92.00609707
36.43973222
19.61388525
4.763751296
30.14253405
53.32573403
34.34066617
85.32228661
138.3821644
206.581721
232.2930078
155.4320535
166.7686553
276.7172316
313.7081531
224.9182355
138.3821644
144.0504653
166.7686553
122.0436168
183.863531
195.2001328
112.0311102
144.0504653
161.1003544
138.3371779
200.9134202
138.3821644
63.31132268
58.30864163
32.24160011
13.30002781
4.291127152
0
0
0
25.92774268
189.5318319
138.3371779
128.7274272
161.1003544
247.1010824
328.4576978
374.874736
382.6284957
351.5519191
343.7366216
313.6496232
306.2748508
284.0920039
195.2001328
200.8684336
284.0920039
359.3672166
276.7172316
183.863531
122.070035
102.0186036
70.80545752
40.82891815
19.61388525
3.818503007
0.026256897
0
0
4.291127152
23.82867662
65.82254992
108.7024141
125.3987311
125.3987311
102.0186036
102.0450219
112.0311102
161.1003544
224.9182355
452.6584843
651.398056
661.0080045
754.2856156
790.832272
784.7572341
632.1018895
475.593667
544.256584
603.1957745
661.0080045
661.0080045
622.491941
559.5955294
490.8722229
483.2631397
567.2046126
574.8740853
521.4293346
367.1209763
336.0443997
343.7981594
284.0920039
284.0920039
254.4758547
232.2930078
195.2001328
172.4819427
138.3371779
98.68990752
78.66489438
75.80813856
73.29691132
70.80545752
63.33109612
63.33109612
50.81450679
32.24160011
23.82867662
7.138124973
1.44412933
0
0
0
0
0
0
0.026256897
0.026256897
0
1.920504459
5.240126426
5.240126426
8.083373262
15.39909387
4.767502281
7.134373988
43.34014539
81.99359049
122.070035
128.7274272
161.1003544
166.7686553
132.7138635
125.3723129
132.7138635
132.7138635
155.4320535
183.8185445
189.4868454
200.8684336
254.5343847
276.7172316
254.4758547
224.9182355
200.9134202
212.2500219
254.4758547
254.4758547
239.7263101
212.2500219
183.8185445
166.8136418
183.863531
183.863531
125.3987311
115.3862245
149.7637527
224.9182355
276.7172316
224.8597056
298.9000785
276.7172316
254.5343847
321.0829254
343.7981594
413.7050724
460.3755007
529.0384177
583.9758775
670.6942224
778.6339816
821.3038905
796.9073098
796.9073098
802.9823477
796.9073098
778.6821962
821.2556759
883.0286466
918.4521214
938.3527212
961.1533013
972.7365259
969.3175392
967.2323596
978.7214452
972.7365259
936.1318283
831.9223528
809.1056001
803.0305623
778.6821962
718.8965039
559.5351399
382.6284957
291.4667762
284.0920039
200.8684336
166.8136418
178.1502436
178.1502436
335.9828619
374.874736
328.4576978
217.9633093
183.8185445
149.7637527
155.4320535
155.4320535
128.7274272
138.3821644
149.7187661
195.2001328
254.4758547
276.7172316
232.2930078
232.2930078
224.9182355
254.5343847
217.9183228
284.0920039
254.5343847
298.9000785
