;E_th [kJ];E_th [kWh];H2_demand [kg] HRS small;PV generation [kJ] ;PV generation [kWh]
4415;8382500.978;2328.472494;5.649582617;6616.8;1.838
4416;7870385.608;2186.218224;0;6235.2;1.732
4417;7311555.813;2030.987726;4.721676978;7246.8;2.013
4418;6901290.297;1917.025083;0;6998.4;1.944
4419;6607441.499;1835.400416;0;7023.6;1.951
4420;6515371.831;1809.825509;5.967378366;7111.8;1.9755
4421;6669461.472;1852.628187;0;6211.8;1.7255
4422;6869645.042;1908.234734;0;2545.2;0.707
4423;7080170.199;1966.713944;5.769524605;11363.4;3.1565
4424;7301480.153;2028.188931;0;15415.2;4.282
4425;7566993.003;2101.942501;0;16315.2;4.532
4426;7696558.31;2137.932864;1.540566932;19283.4;5.3565
4427;7772436.009;2159.010003;3.081133865;41378.4;11.494
4428;7615568.913;2115.435809;6.053380403;55756.8;15.488
4429;7431252.291;2064.236748;0;54496.8;15.138
4430;7175992.386;1993.331218;11.48222653;73193.4;20.3315
4431;6738247.797;1871.735499;5.396469231;74476.8;20.688
4432;6208138.065;1724.482796;9.895444683;73238.4;20.344
4433;5766315.936;1601.754427;16.06582413;67570.2;18.7695
4434;5087169.168;1413.102547;0;52538.4;14.594
4435;4111248.41;1142.013447;4.525663056;34090.2;9.4695
4436;3184730.888;884.6474689;0;16360.2;4.5445
4437;2341743.84;650.4844;10.84063569;5853.6;1.626
4438;1763584.142;489.8844839;0;5200.2;1.4445
4439;1763584.142;489.8844839;5.515352743;7515;2.0875
4440;1763584.142;489.8844839;5.677307153;7313.4;2.0315
4441;1763584.142;489.8844839;0;7223.4;2.0065
4442;1763584.142;489.8844839;5.596577554;7315.2;2.032
4443;2367184.143;657.5511508;5.919159091;7516.8;2.088
4444;2617657.372;727.1270478;5.094953351;7111.8;1.9755
4445;2610506.903;725.1408064;16.10818271;3263.4;0.9065
4446;2713420.464;753.7279067;0;228.6;0.0635
4447;2844847.256;790.2353489;5.454240356;6211.8;1.7255
4448;2874394.647;798.4429575;5.761865994;13726.8;3.813
4449;3030138.942;841.7052617;0;16608.6;4.6135
4450;3412836.742;948.0102061;5.312832881;19711.8;5.4755
4451;3925897.63;1090.527119;11.70451842;17710.2;4.9195
4452;4375874.838;1215.520788;18.33893658;19171.8;5.3255
4453;4728109.279;1313.363689;0;22028.4;6.119
4454;4956510.607;1376.808502;0;35035.2;9.732
4455;4974298.136;1381.749482;15.91064558;56746.8;15.763
4456;4920669.623;1366.852673;5.561813278;65905.2;18.307
4457;4803957.431;1334.43262;11.56691578;48423.6;13.451
4458;4568198.802;1268.944112;16.80534814;48151.8;13.3755
4459;4313648.034;1198.235565;0;25718.4;7.144
4460;4160976.668;1155.826852;5.704154869;15100.2;4.1945
4461;3948058.172;1096.682826;0;8485.2;2.357
4462;3622800.499;1006.333472;6.141279241;4860;1.35
4463;3393601.391;942.6670531;0;7336.8;2.038
4464;3103889.228;862.1914522;18.47289439;7156.8;1.988
4465;2730292.024;758.4144511;5.598343773;7360.2;2.0445
4466;2336011.646;648.8921239;0;7000.2;1.9445
4467;1993380.107;553.7166964;5.045611048;7268.4;2.019
4468;1763584.142;489.8844839;5.86417415;7088.4;1.969
4469;1763584.142;489.8844839;5.957700344;1553.4;0.4315
4470;1763584.142;489.8844839;5.29113865;4186.8;1.163
4471;1763584.142;489.8844839;11.60494239;9946.8;2.763
4472;1763584.142;489.8844839;0;15886.8;4.413
4473;2047895.042;568.8597339;4.842408;16471.8;4.5755
4474;2325138.206;645.8717239;4.784633779;35798.4;9.944
4475;2484516.83;690.1435639;0;70201.8;19.5005
4476;2679677.344;744.3548178;6.235057501;61360.2;17.0445
4477;3032207.259;842.2797942;18.46194275;72270;20.075
4478;3263090.568;906.4140467;17.42621667;66960;18.6
4479;3304338.725;917.8718681;17.38945195;46981.8;13.0505
4480;3367865.614;935.5182261;5.711415027;48420;13.45
4481;3351023.602;930.8398894;11.75670786;44551.8;12.3755
4482;3239393.561;899.8315447;0;45608.4;12.669
4483;3148623.977;874.6177714;5.864487214;33706.8;9.363
4484;2935232.724;815.3424233;17.25989548;14446.8;4.013
4485;2585746.19;718.2628306;0;5558.4;1.544
4486;2251683.394;625.4676094;0;5085;1.4125
4487;1939899.33;538.860925;6.181808518;6818.4;1.894
4488;1810747.687;502.9854686;0;6841.8;1.9005
4489;1763584.142;489.8844839;0;6908.4;1.919
4490;1763584.142;489.8844839;6.023569324;6595.2;1.832
4491;1985047.743;551.4021508;0;6975;1.9375
4492;2206121.318;612.8114772;0;6571.8;1.8255
4493;2165582.298;601.5506383;5.635916293;4951.8;1.3755
4494;2401813.685;667.1704681;0;160.2;0.0445
4495;2777922.417;771.6451158;0;5266.8;1.463
4496;3019176.86;838.6602389;0;8438.4;2.344
4497;3311814.215;919.9483931;16.39524638;13635;3.7875
4498;3627853.102;1007.736973;10.25061542;17326.8;4.813
4499;3846651.528;1068.514313;15.83107124;20118.6;5.5885
4500;4196256.252;1165.626737;5.841000894;18361.8;5.1005
4501;4609565.149;1280.434764;22.4919288;13951.8;3.8755
4502;4922974.319;1367.492866;23.02630153;15436.8;4.288
4503;5264630.794;1462.397443;11.73883347;39511.8;10.9755
4504;5786733.183;1607.425884;12.00200727;74296.8;20.638
4505;6125937.225;1701.649229;11.87286795;61540.2;17.0945
4506;6248647.537;1735.735427;17.69145764;47026.8;13.063
4507;6077390.863;1688.164129;11.73480505;22050;6.125
4508;6067965.245;1685.545901;11.45947899;7358.4;2.044
4509;6168249.088;1713.402524;5.98098213;4705.2;1.307
4510;5866806.611;1629.668503;0;5245.2;1.457
4511;5408644.775;1502.401326;0;6660;1.85
4512;4761911.494;1322.753193;5.586954682;6550.2;1.8195
4513;4371826.846;1214.396346;0;6955.2;1.932
4514;4123392.387;1145.386774;5.24906887;7090.2;1.9695
4515;3914669.621;1087.408228;0;7315.2;2.032
4516;3986794.801;1107.443;0;7200;2
4517;4429710.184;1230.475051;4.822790774;1778.4;0.494
4518;5036790.867;1399.108574;6.719889024;1960.2;0.5445
4519;5688133.541;1580.037095;5.062985954;9138.6;2.5385
4520;6317581.599;1754.883778;11.10349411;9046.8;2.513
4521;6961862.447;1933.85068;16.09384642;9430.2;2.6195
4522;7418310.534;2060.641815;5.550776623;14560.2;4.0445
4523;7550653.296;2097.403693;11.98106983;32941.8;9.1505
4524;7531477.04;2092.076956;12.14227732;41380.2;11.4945
4525;7375673.65;2048.798236;11.55196179;42728.4;11.869
4526;7186599.899;1996.27775;7.936281811;41266.8;11.463
4527;6975927.005;1937.757501;15.36345836;69345;19.2625
4528;6595208.88;1832.002467;6.198628713;74611.8;20.7255
4529;6185475.217;1718.18756;5.236615763;60640.2;16.8445
4530;5704177.774;1584.493826;10.40444583;40186.8;11.163
4531;5249975.289;1458.326469;11.17857819;33190.2;9.2195
4532;4964724.782;1379.090217;11.14575195;14830.2;4.1195
4533;4690584.094;1302.940026;5.772740021;5335.2;1.482
4534;4341422.581;1205.950717;0;5131.8;1.4255
4535;3969686.862;1102.690795;0;6751.8;1.8755
4536;3595262.331;998.6839808;5.56371416;6503.4;1.8065
4537;3309657.255;919.3492375;0;6798.6;1.8885
4538;3074253.196;853.9592211;0;6841.8;1.9005
4539;2904444.343;806.7900953;5.635915398;7540.2;2.0945
4540;2769265.032;769.2402867;0;6886.8;1.913
4541;2635563.09;732.1008583;0;4680;1.3
4542;2581668.65;717.1301806;4.434678705;811.8;0.2255
4543;2680800.145;744.6667069;10.75129537;5333.4;1.4815
4544;3171936.868;881.0935744;5.706900927;10891.8;3.0255
4545;3830430.011;1064.008336;11.03240272;9226.8;2.563
4546;4368990.296;1213.608416;17.31705594;12871.8;3.5755
4547;4857822.323;1349.39509;9.920572908;62686.8;17.413
4548;5325675.703;1479.354362;10.96114509;50311.8;13.9755
4549;5718094.595;1588.35961;12.21133507;33730.2;9.3695
4550;5988423.67;1663.451019;11.12565404;77626.8;21.563
4551;5960590.028;1655.719452;5.371251836;53665.2;14.907
4552;5749592.113;1597.10892;5.96304952;63338.4;17.594
4553;5262798.856;1461.888571;10.86369318;38161.8;10.6005
4554;4525118.707;1256.977419;12.05683865;24278.4;6.744
4555;3565685.393;990.4681647;5.99475236;17461.8;4.8505
4556;2757357.433;765.9326203;0;10150.2;2.8195
4557;2345407.716;651.5021433;0;4705.2;1.307
4558;2380155.447;661.1542908;0;5828.4;1.619
4559;2492731.005;692.4252792;0;7158.6;1.9885
4560;2494651.585;692.9587736;0;6730.2;1.8695
4561;2520505.552;700.1404311;6.2356514;6728.4;1.869
4562;2558060.285;710.5723014;0;6685.2;1.857
4563;2595083.165;720.8564347;0;6818.4;1.894
4564;2649568.553;735.9912647;0;6775.2;1.882
4565;2698824.053;749.6733481;0;3826.8;1.063
4566;2847654.259;791.0150719;0;2273.4;0.6315
4567;3097920.655;860.5335153;9.882100897;9698.4;2.694
4568;3559746.368;988.8184356;5.70572907;15303.6;4.251
4569;4093844.997;1137.179166;9.933206859;16225.2;4.507
4570;4412129.486;1225.591524;17.00681937;16471.8;4.5755
4571;4562702.988;1267.417497;11.48662297;17371.8;4.8255
4572;4680065.223;1300.018118;17.56272448;19533.6;5.426
4573;4801830.018;1333.841672;5.314950472;38093.4;10.5815
4574;4989603.685;1386.001024;10.8604643;44350.2;12.3195
4575;5149159.593;1430.322109;11.45746932;51458.4;14.294
4576;5081791.543;1411.608762;10.97518038;60840;16.9
4577;4923003.867;1367.501074;10.85694748;48870;13.575
4578;4669516.804;1297.088001;11.26428077;19600.2;5.4445
4579;4207247.881;1168.679967;18.75525184;21511.8;5.9755
4580;3744151.631;1040.04212;5.249749733;17416.8;4.838
4581;3171375.468;880.93763;5.525097404;4951.8;1.3755
4582;2608674.965;724.6319347;0;6346.8;1.763
4583;2040655.932;566.84887;5.295418071;7113.6;1.976
4584;1763584.142;489.8844839;0;7246.8;2.013
4585;1763584.142;489.8844839;0;7023.6;1.951
4586;1763584.142;489.8844839;0;7021.8;1.9505
4587;1763584.142;489.8844839;5.759678672;7201.8;2.0005
4588;1763584.142;489.8844839;0;6685.2;1.857
4589;1763584.142;489.8844839;0;180;0.05
4590;1763584.142;489.8844839;0;608.4;0.169
4591;1763584.142;489.8844839;6.102731451;3376.8;0.938
4592;2298811.482;638.558745;12.03101307;8643.6;2.401
4593;3213273.668;892.5760189;0;13750.2;3.8195
4594;3795179.974;1054.216659;5.777300749;17416.8;4.838
4595;4124071.977;1145.575549;16.53433399;17686.8;4.913
4596;4512236.045;1253.398901;15.95050458;17191.8;4.7755
4597;4946109.926;1373.919424;10.10522979;16450.2;4.5695
4598;5281059.144;1466.960873;11.70654152;18768.6;5.2135
4599;5220486.993;1450.135276;10.59743584;77940;21.65
4600;5002486.347;1389.579541;5.55117095;51235.2;14.232
4601;4781087.75;1328.079931;18.19512468;32715;9.0875
4602;4230294.846;1175.081902;0;13300.2;3.6945
4603;3233247.703;898.1243619;17.0798617;11613.6;3.226
4604;1835183.379;509.7731608;10.32391262;9811.8;2.7255
4605;1763584.142;489.8844839;16.62496406;4591.8;1.2755
4606;1763584.142;489.8844839;7;5603.4;1.5565
4607;1763584.142;489.8844839;0;7066.8;1.963
4608;1763584.142;489.8844839;0;7020;1.95
4609;1763584.142;489.8844839;0;6841.8;1.9005
4610;1763584.142;489.8844839;0;7246.8;2.013
4611;1763584.142;489.8844839;0;7608.6;2.1135
4612;1763584.142;489.8844839;0;7585.2;2.107
4613;1763584.142;489.8844839;11.08904593;1485;0.4125
4614;1763584.142;489.8844839;5.46516724;1711.8;0.4755
4615;1763584.142;489.8844839;17.25347589;10373.4;2.8815
4616;1763584.142;489.8844839;0;16381.8;4.5505
4617;2316628.558;643.5079328;1.796732638;15728.4;4.369
4618;2878826.755;799.6740986;15.00538113;27811.8;7.7255
4619;3259249.407;905.3470575;10.40006459;31996.8;8.888
4620;3690109.454;1025.030404;10.41428096;29723.4;8.2565
4621;4161094.857;1155.859683;11.10520253;54678.6;15.1885
4622;4451722.989;1236.589719;11.54247563;39443.4;10.9565
4623;4403294.817;1223.137449;5.99555482;26753.4;7.4315
4624;4272193.045;1186.72029;5.683206602;15638.4;4.344
4625;4173859.33;1159.405369;11.7689521;12690;3.525
4626;3789861.444;1052.73929;11.68503753;13748.4;3.819
4627;3117924.239;866.0900664;9.104583198;11048.4;3.069
4628;2187447.367;607.6242686;5.440796471;9383.4;2.6065
4629;1763584.142;489.8844839;5.709971245;8845.2;2.457
4630;1763584.142;489.8844839;0;9565.2;2.657
4631;1763584.142;489.8844839;0;7381.8;2.0505
4632;1763584.142;489.8844839;0;7628.4;2.119
4633;1763584.142;489.8844839;0;7538.4;2.094
4634;1763584.142;489.8844839;0;1665;0.4625
4635;1763584.142;489.8844839;0;0;0
4636;1763584.142;489.8844839;8.203520792;0;0
4637;1763584.142;489.8844839;9.040019599;0;0
4638;1763584.142;489.8844839;0;475.2;0.132
4639;1763584.142;489.8844839;17.01396446;2746.8;0.763
4640;1950565.938;541.8238717;10.60250479;7180.2;1.9945
4641;2322597.131;645.1658697;12.39399012;14853.6;4.126
4642;2418360.223;671.7667286;10.76581038;17800.2;4.9445
4643;2481739.376;689.3720489;6.024927495;40570.2;11.2695
4644;2701542.413;750.4284481;17.27565509;48331.8;13.4255
4645;3078389.83;855.1082861;16.16249608;69100.2;19.1945
4646;3357258.101;932.5716947;11.82867869;62123.4;17.2565
4647;3412895.837;948.0266214;10.47194904;55891.8;15.5255
4648;3316925.913;921.3683092;27.49924269;61945.2;17.207
4649;3136154.979;871.1541608;10.91045839;57466.8;15.963
4650;3115885.469;865.5237414;5.691761632;38386.8;10.663
4651;2999291.466;833.1365183;5.174709294;31636.8;8.788
4652;2738062.988;760.5730522;6.038524388;13906.8;3.863
4653;2317071.769;643.6310469;0;2791.8;0.7755
4654;1763584.142;489.8844839;0;68.4;0.019
4655;1763584.142;489.8844839;0;0;0
4656;1763584.142;489.8844839;0;0;0
4657;1763584.142;489.8844839;0;0;0
4658;1763584.142;489.8844839;0;0;0
4659;1763584.142;489.8844839;0;0;0
4660;1763584.142;489.8844839;0;0;0
4661;1763584.142;489.8844839;11.34914826;0;0
4662;1763584.142;489.8844839;5.542365884;1891.8;0.5255
4663;1763584.142;489.8844839;18.00915742;7000.2;1.9445
4664;1763584.142;489.8844839;13.87306202;15955.2;4.432
4665;2088256.778;580.0713272;21.41636449;29365.2;8.157
4666;2635622.185;732.1172736;11.09241525;48288.6;13.4135
4667;3087283.595;857.5787764;5.385006873;45025.2;12.507
4668;3439813.51;955.5037528;10.94377525;43246.8;12.013
4669;3774851.37;1048.569825;11.47963015;47385;13.1625
4670;4087817.329;1135.504814;22.75494751;62731.8;17.4255
4671;4179207.408;1160.890947;16.54210942;62710.2;17.4195
4672;4105250.289;1140.347303;16.03046118;32805;9.1125
4673;4125756.178;1146.043383;17.14277299;38408.4;10.669
4674;3967441.261;1102.067017;11.8591067;25246.8;7.013
4675;3553748.247;987.1522908;5.925829295;28105.2;7.807
4676;2857789.013;793.8302814;5.079563827;4366.8;1.213
4677;2265363.836;629.2677322;5.240385638;158.4;0.044
4678;1763584.142;489.8844839;0;0;0
4679;1763584.142;489.8844839;0;0;0
4680;1763584.142;489.8844839;0;0;0
4681;1763584.142;489.8844839;0;0;0
4682;1763584.142;489.8844839;5.476144617;0;0
4683;1763584.142;489.8844839;0;0;0
4684;1763584.142;489.8844839;4.834288316;0;0
4685;1763584.142;489.8844839;11.69418074;0;0
4686;1763584.142;489.8844839;11.57533921;1463.4;0.4065
4687;1763584.142;489.8844839;5.311091758;10395;2.8875
4688;1763584.142;489.8844839;0;26191.8;7.2755
4689;1763584.142;489.8844839;11.61569889;46868.4;13.019
4690;1775793.124;493.2758678;11.9436516;46621.8;12.9505
4691;2157899.977;599.4166603;5.582208976;54338.4;15.094
4692;2656925.853;738.0349592;11.26719376;67838.4;18.844
4693;3183164.877;884.2124658;21.4424721;31030.2;8.6195
4694;3610922.448;1003.034013;10.80505673;46216.8;12.838
4695;3842042.136;1067.233927;5.742751093;53821.8;14.9505
4696;3801591.758;1055.997711;0;30555;8.4875
4697;3548341.075;985.6502986;5.703076083;17168.4;4.769
4698;3336338.549;926.7607081;11.97418777;22120.2;6.1445
4699;2844994.993;790.2763869;18.15956828;19308.6;5.3635
4700;2354449.218;654.0136717;0;4793.4;1.3315
4701;1986584.207;551.8289464;0;2455.2;0.682
4702;1763584.142;489.8844839;0;45;0.0125
4703;1763584.142;489.8844839;5.485091093;0;0
4704;1763584.142;489.8844839;0;0;0
4705;1763584.142;489.8844839;0;0;0
4706;1763584.142;489.8844839;11.64633139;0;0
4707;1763584.142;489.8844839;0;0;0
4708;1763584.142;489.8844839;5.862093046;0;0
4709;1763584.142;489.8844839;0;0;0
4710;1763584.142;489.8844839;11.6790988;1891.8;0.5255
4711;1763584.142;489.8844839;11.02828332;14446.8;4.013
4712;1763584.142;489.8844839;10.42053155;31051.8;8.6255
4713;2081667.709;578.2410303;12.10155456;52585.2;14.607
4714;2539711.356;705.4753767;10.72018613;51595.2;14.332
4715;2817338.636;782.5940656;16.82735591;54630;15.175
4716;3152140.117;875.5944769;5.711410878;69145.2;19.207
4717;3389996.61;941.665725;5.982121976;73396.8;20.388
4718;3479170.634;966.4362872;23.20074742;52606.8;14.613
4719;3488537.157;969.0380992;5.262487348;66085.2;18.357
4720;3359030.944;933.0641511;5.620183618;48625.2;13.507
4721;3261790.483;906.0529119;5.400902147;30130.2;8.3695
4722;3030936.721;841.9268669;4.891355598;21061.8;5.8505
4723;2639286.061;733.1350169;6.059255347;12873.6;3.576
4724;2177814.918;604.9485883;6.107007781;7471.8;2.0755
4725;1813111.478;503.6420772;0;878.4;0.244
4726;1763584.142;489.8844839;0;0;0
4727;1763584.142;489.8844839;0;0;0
4728;1763584.142;489.8844839;0;0;0
4729;1763584.142;489.8844839;0;0;0
4730;1763584.142;489.8844839;0;0;0
4731;1763584.142;489.8844839;0;0;0
4732;1763584.142;489.8844839;0;0;0
4733;1763584.142;489.8844839;11.28540902;0;0
4734;1763584.142;489.8844839;0;181.8;0.0505
4735;1763584.142;489.8844839;5.928522631;1216.8;0.338
4736;1763584.142;489.8844839;5.795641543;8440.2;2.3445
4737;1885561.679;523.7671331;16.09037256;14671.8;4.0755
4738;2338641.364;649.6226011;5.894549507;19171.8;5.3255
4739;2738624.388;760.7289967;17.30818537;22096.8;6.138
4740;3069555.161;852.6542114;6.408778683;37531.8;10.4255
4741;3311252.814;919.7924483;8.731625255;45563.4;12.6565
4742;3478136.475;966.1490208;10.69157491;38860.2;10.7945
4743;3492732.886;970.2035794;5.618014473;59806.8;16.613
4744;3382462.025;939.5727847;17.08109887;54385.2;15.107
4745;3108173.6;863.3815556;5.719498892;47948.4;13.319
4746;2872710.446;797.9751239;10.37939077;26280;7.3
4747;2526001.367;701.6670464;10.79908256;23716.8;6.588
4748;1797687.74;499.3577056;5.351606921;15166.8;4.213
4749;1763584.142;489.8844839;0;6323.4;1.7565
4750;1763584.142;489.8844839;0;6503.4;1.8065
4751;1763584.142;489.8844839;11.0524164;8620.2;2.3945
4752;1763584.142;489.8844839;0;8303.4;2.3065
4753;1763584.142;489.8844839;0;8440.2;2.3445
4754;1763584.142;489.8844839;0;8170.2;2.2695
4755;1763584.142;489.8844839;0;8641.8;2.4005
4756;1763584.142;489.8844839;5.688932174;4996.8;1.388
4757;1763584.142;489.8844839;0;0;0
4758;2430504.201;675.1400558;11.19125833;2725.2;0.757
4759;3675572.138;1020.992261;11.28112592;11971.8;3.3255
4760;4762443.347;1322.90093;6.124896041;18453.6;5.126
4761;5577005.806;1549.168279;5.953866571;17620.2;4.8945
4762;5978702.579;1660.750716;0;28621.8;7.9505
4763;6194043.96;1720.567767;20.99461283;74656.8;20.738
4764;6472823.589;1798.006553;13.31917073;80776.8;22.438
4765;6839240.777;1899.789105;23.24955673;82576.8;22.938
4766;7156136.539;1987.815705;11.47732134;82238.4;22.844
4767;7369971.004;2047.214168;16.23263869;81788.4;22.719
4768;7551362.433;2097.600676;5.955921975;72451.8;20.1255
4769;7615834.839;2115.509678;21.43016193;62596.8;17.388
4770;7314244.625;2031.734618;11.77908533;47408.4;13.169
4771;6895942.219;1915.539505;5.470817806;29093.4;8.0815
4772;6446437.769;1790.677158;6.226694383;13501.8;3.7505
4773;5966735.886;1657.426635;11.09052574;6100.2;1.6945
4774;5607646.45;1557.679569;0;6505.2;1.807
4775;5402232.992;1500.620276;5.754184445;7990.2;2.2195
4776;5445697.203;1512.693668;0;7808.4;2.169
4777;5591927.238;1553.313122;0;8056.8;2.238
4778;5882496.275;1634.026743;5.503994097;8573.4;2.3815
4779;6177851.99;1716.069997;0;8303.4;2.3065
4780;6221434.391;1728.17622;0;4525.2;1.257
4781;6179683.928;1716.578869;0;0;0
4782;6286172.723;1746.15909;6.812073668;293.4;0.0815
4783;6441739.734;1789.372148;5.219589485;9946.8;2.763
4784;6637550.29;1843.763969;12.02569195;17168.4;4.769
4785;6793826.438;1887.174011;10.63980051;16608.6;4.6135
4786;6916241.276;1921.178132;11.48214434;20343.6;5.651
4787;7021518.629;1950.421841;11.76011342;69773.4;19.3815
4788;7081913.495;1967.198193;5.828491174;80236.8;22.288
4789;7082888.558;1967.469044;6.487670269;75713.4;21.0315
4790;7128657.466;1980.182629;4.979514732;69210;19.225
4791;7085340.992;1968.150276;15.85396336;70426.8;19.563
4792;7020159.449;1950.044291;5.162936724;75668.4;21.019
4793;6850173.312;1902.82592;14.59066111;54496.8;15.138
4794;6614060.115;1837.238921;7.867216883;35123.4;9.7565
4795;6330877.925;1758.577201;5.739117242;26755.2;7.432
4796;6099846.879;1694.401911;0;13006.8;3.613
4797;5902913.522;1639.698201;5.423127734;6640.2;1.8445
4798;5690674.617;1580.742949;4.65351752;7675.2;2.132
4799;5483517.863;1523.199406;0;8686.8;2.413
4800;5330846.496;1480.790693;0;8485.2;2.357
4801;5214016.115;1448.33781;5.060612251;8483.4;2.3565
4802;5088912.464;1413.586796;5.927535742;8305.2;2.307
4803;4992765.255;1386.879238;0;8551.8;2.3755
4804;5147032.181;1429.731161;0;1035;0.2875
4805;5353923.008;1487.200836;0;0;0
4806;5658290.677;1571.74741;10.99143439;1193.4;0.3315
4807;6040072.509;1677.797919;5.914865569;6505.2;1.807
4808;6466648.184;1796.291162;0;14220;3.95
4809;6867990.388;1907.775108;17.19593898;19081.8;5.3005
4810;7145144.91;1984.762475;17.60028056;18430.2;5.1195
4811;7334986.893;2037.496359;16.87713686;49390.2;13.7195
4812;7553726.225;2098.257285;16.77728734;77941.8;21.6505
4813;7802337.968;2167.316102;13.77179807;78865.2;21.907
4814;7934562.54;2204.04515;23.4572705;76186.8;21.163
4815;7857384.756;2182.606877;1.888392754;68313.6;18.976
4816;7660510.494;2127.919582;15.94393862;67051.8;18.6255
4817;7468954.762;2074.709656;10.41359861;41266.8;11.463
4818;7155988.802;1987.774667;5.589436662;30083.4;8.3565
4819;6785198.6;1884.777389;10.75738666;15638.4;4.344
4820;6318113.452;1755.031514;5.592955912;8416.8;2.338
4821;5662929.617;1573.036005;5.032841437;6256.8;1.738
4822;5032979.254;1398.049793;5.542387955;7763.4;2.1565
4823;4570473.951;1269.576098;5.35538803;8215.2;2.282
4824;4170343.19;1158.428664;0;8281.8;2.3005
4825;3881428.807;1078.174669;4.59833012;8168.4;2.269
4826;3703730.801;1028.814111;0;8258.4;2.294
4827;3559864.557;988.8512658;5.767345021;6053.4;1.6815
4828;3486173.365;968.3814903;0;0;0
4829;3442502.322;956.250645;6.147072028;0;0
4830;3421789.602;950.4971117;4.551470722;1036.8;0.288
4831;3567546.879;990.9852442;6.043683915;7225.2;2.007
4832;3918422.14;1088.450594;10.34567869;13345.2;3.707
4833;4095529.198;1137.646999;12.49426826;15773.4;4.3815
4834;4083444.315;1134.290088;5.739131138;17348.4;4.819
4835;4047928.352;1124.424542;11.06925852;29071.8;8.0755
4836;4034395.647;1120.665458;15.73445178;64981.8;18.0505
4837;4061697.436;1128.249288;15.29391262;50335.2;13.982
4838;4076648.415;1132.402338;11.3655601;49883.4;13.8565
4839;4021542.532;1117.095148;6.166658193;64666.8;17.963
4840;3850374.5;1069.548472;15.73940906;64083.6;17.801
4841;3614615.872;1004.059964;6.160854093;47050.2;13.0695
4842;3379566.381;938.7684392;0;36608.4;10.169
4843;3084712.972;856.8647144;0;20590.2;5.7195
4844;2572686.243;714.6350675;1.927060792;11928.6;3.3135
4845;1872294.901;520.0819169;9.401974217;6211.8;1.7255
4846;1763584.142;489.8844839;5.700618639;7135.2;1.982
4847;1763584.142;489.8844839;0;8235;2.2875
4848;1763584.142;489.8844839;0;8371.8;2.3255
4849;1763584.142;489.8844839;0;8168.4;2.269
4850;1763584.142;489.8844839;0;8348.4;2.319
4851;1763584.142;489.8844839;0;8260.2;2.2945
4852;1763584.142;489.8844839;5.801366842;1710;0.475
4853;2265068.362;629.1856561;0;0;0
4854;3055136.034;848.6488983;10.85033595;1306.8;0.363
4855;3832261.949;1064.517208;16.08765218;9113.4;2.5315
4856;4428055.53;1230.015425;16.82599843;10756.8;2.988
4857;4920403.696;1366.778804;10.74344252;10553.4;2.9315
4858;5305819.857;1473.838849;10.36116147;30353.4;8.4315
4859;5654981.369;1570.828158;17.90830391;70313.4;19.5315
4860;5947175.513;1651.993198;11.17647157;74296.8;20.638
4861;6102594.787;1695.165219;16.52205763;75063.6;20.851
4862;6093966.949;1692.768597;11.21614174;73081.8;20.3005
4863;5925221.802;1645.894945;5.060756373;44011.8;12.2255
4864;5551535.955;1542.093321;16.89103053;39580.2;10.9945
4865;5189580.423;1441.550118;11.07294012;9563.4;2.6565
4866;4717856.335;1310.515649;5.536560096;5851.8;1.6255
4867;4056024.337;1126.673427;0;5581.8;1.5505
4868;3332231.461;925.6198503;17.02496194;6931.8;1.9255
4869;2584505.2;717.9181111;6.041465947;5671.8;1.5755
4870;2004962.684;556.9340789;0;6955.2;1.932
4871;1763584.142;489.8844839;0;8101.8;2.2505
4872;1763584.142;489.8844839;5.503169401;7990.2;2.2195
4873;1763584.142;489.8844839;0;7966.8;2.213
4874;1763584.142;489.8844839;0;5198.4;1.444
4875;1763584.142;489.8844839;0;0;0
4876;1763584.142;489.8844839;6.437456798;0;0
4877;1763584.142;489.8844839;5.228987383;0;0
4878;1763584.142;489.8844839;10.43671278;745.2;0.207
4879;1797067.245;499.1853458;17.39551998;6121.8;1.7005
4880;2597121.935;721.4227597;0;9856.8;2.738
4881;3338525.056;927.3680711;17.69238802;10645.2;2.957
4882;3972405.222;1103.445895;0;10195.2;2.832
4883;4492587.03;1247.940842;22.8998235;10463.4;2.9065
4884;4759784.082;1322.162245;4.853620536;25945.2;7.207
4885;4933168.169;1370.324491;10.63013465;45316.8;12.588
4886;5114530.051;1420.702792;5.845017222;57263.4;15.9065
4887;5165322.015;1434.811671;11.45317192;33998.4;9.444
4888;5196642.249;1443.511736;23.16713171;59356.8;16.488
4889;5161214.928;1433.670813;17.41254868;21848.4;6.069
4890;5026833.396;1396.34261;5.868624036;29971.8;8.3255
4891;4882051.183;1356.125329;11.89528167;21488.4;5.969
4892;4770450.69;1325.125192;11.95306095;10396.8;2.888
4893;4570621.688;1269.617136;5.535109052;5918.4;1.644
4894;4291930.702;1192.202973;0;6886.8;1.913
4895;3857111.305;1071.419807;0;7808.4;2.169
4896;3287319.428;913.1442856;0;8078.4;2.244
4897;2677697.669;743.8049081;0;7763.4;2.1565
4898;2514625.621;698.5071169;0;8101.8;2.2505
4899;2650986.828;736.38523;0;8011.8;2.2255
4900;2982390.359;828.4417664;5.797443259;3713.4;1.0315
4901;3498642.364;971.8451011;11.5202245;0;0
4902;4096563.357;1137.934266;0;1555.2;0.432
