Power output
2091972.0005902946
2131311.219195269
2661420.6611544355
2154670.2208641996
1923139.39991431
1881683.785688276
2042007.9039687815
2388446.1371688605
2062900.160741544
2045511.3967198604
2189833.8481087033
2057072.922798423
2488012.178279539
2196604.884099056
2217146.791596708
2103676.5263729813
2056422.27414465
1254896.7412165026
1154912.1033476852
1244740.403897195
1370023.2030134671
1283218.157617922
1578589.2464787536
1117746.2635792024
1171587.439678822
1186128.4512593297
1291380.299063331
1050793.5312747862
1080417.7616472768
977891.3071135319
540016.1161782015
749848.8122794364
787487.8510688441
709283.403454795
639018.5488366769
593107.1938298169
504487.5146888492
487691.2244413052
330992.9518781127
256750.91798899887
310063.1035164633
651000.9490444256
474254.93974172353
600993.3025130206
648104.3925375622
957060.6918798971
586140.508244276
686365.1008740345
688828.1082779355
728277.3391552884
671377.7568836808
564720.9400625506
531842.2205904451
362322.50788885687
454281.78106729686
550529.6819250514
479431.36653140944
569176.0308447208
845104.7610229279
913491.877859523
1263007.749434377
700720.8086712786
690349.2676305722
547928.3873072737
347474.1011110343
605205.4562978409
619710.6637857618
331745.27115485567
455320.80391750054
278684.63510692166
191233.9243806266
347182.95588009636
222961.7670672934
258758.6555015453
159975.66152989864
196903.10431744525
166054.080619979
122116.93402837249
188118.9033257778
143662.301866478
130505.09733946396
83614.18027603911
175442.33511182637
187552.21824828073
91222.11011814368
76253.76233848544
146956.45280069692
67141.77460836015
205936.99145916494
82207.94393562015
55753.555965698746
130700.05251942419
70609.55534999614
42307.815952347344
167410.5118967808
232471.73489064237
359760.4298566051
309976.9245281056
294469.36494744004
254379.83122824237
303879.17881134636
237411.88716919333
147709.03207690208
133742.70164068113
169957.31171064408
282828.21403362695
335644.2880875736
266274.8607834332
243244.10843533743
161139.61412161618
347504.3802150517
208269.41413325322
338259.9368423177
479696.72848236107
224475.7222681695
361947.51283140894
257326.22096533206
353390.1722036882
308274.30721758207
175451.0028438923
152178.83016197517
154377.40727966384
186002.62687113788
333252.2388701891
230990.3879556313
160835.55558406352
186042.2226225454
156545.71612664586
275118.68831839686
400603.9171297747
373639.9053058668
327368.7760434003
404659.09623938455
480302.20222960226
335367.1178277208
342245.1327633931
253252.51689405163
219360.88285105588
263885.14072789653
463083.57535589614
305605.08774034516
251754.86582610797
255204.3545222581
551198.6930408299
298086.55329661
300415.71514411166
512511.91058592894
431524.1906540138
317302.1385384982
550600.6942781229
646116.0466515606
448948.3796024001
775598.7256681039
557948.6040748898
911939.1935721133
662792.7371465622
823046.7858287687
814001.7837100473
777565.4590988234
1051902.5914800789
692879.5498952781
1065472.5592363956
865915.6596306909
1166194.9425028646
1111451.7307696063
974243.7313272353
670996.5326724546
672271.0175354746
389743.730319493
218538.68871888763
213795.58353263556
236713.1386149428
439171.0998321348
684709.391799788
931291.0618653573
884045.097119879
1232359.7711800775
1572913.4582222747
1406992.5265218862
2318218.982472739
2496722.160258104
2554520.149004192
2854767.7444419293
2793398.663084629
2546666.6485868534
2639137.623925942
2925630.706155862
2965195.7992934915
2817082.5557480063
3273902.4586677337
3249940.9082455114
3441721.061441736
3703018.6060579913
3795683.7143287407
4030087.463447522
4073209.999224603
4133276.37494394
4104094.6853224747
4174421.271251646
4132257.5020520445
4110755.546540783
4084687.350477327
4052952.7911378904
3925896.6449109656
3946379.619197221
3878101.8104677945
3889254.9207247244
3673091.5846453244
3622608.5371755147
3826553.6671237624
3290434.524461972
3404877.8376724087
3402695.7921871827
