Power output in W
206.5367345
247.1010824
38.55545754
45.83159919
88.67740095
92.03251529
88.67740095
88.67740095
78.63847616
70.80545752
55.81718783
70.80545752
95.33479318
98.68990752
36.43973222
6.661749844
4.291127152
2.869503733
0
0
50.83428023
68.31400372
55.81718783
125.3723129
178.1502436
254.4758547
276.7172316
217.9633093
195.2001328
351.5519191
382.6284957
421.5203699
521.368945
475.6540566
551.9260567
670.6942224
831.962753
898.3403346
893.2095051
927.3007185
956.6120286
962.6790729
953.5724995
964.1928304
964.2048444
952.0467279
969.3175392
945.9796836
955.086257
949.0071988
962.6790729
950.5329703
947.4934412
929.5041241
888.0786756
852.3648703
872.7669876
867.6765584
778.6339816
760.3606535
784.7572341
784.7572341
877.8978171
914.0278229
916.2487158
877.8978171
857.4552996
877.8978171
911.8244173
867.6765584
815.2288526
809.1056001
796.9073098
809.1056001
831.9223528
852.3648703
847.2340408
821.3038905
802.9823477
802.9823477
852.3648703
911.8244173
918.4696088
918.4521214
911.8244173
888.1190759
847.2744411
877.8978171
898.3403346
908.5211932
867.6765584
790.832272
736.0122874
766.4839059
760.3606535
718.8202344
699.6003374
748.2105777
803.0305623
826.8319236
815.2288526
826.8319236
837.0127821
857.4956998
893.2095051
914.0278229
908.5211932
908.5211932
877.8978171
852.3648703
852.3648703
862.5861291
831.9223528
796.9073098
802.9823477
809.1056001
772.5589438
748.2105777
689.9141195
622.491941
536.6475009
483.2027502
498.481306
574.8136957
661.0080045
689.9903889
641.711838
603.1957745
574.8136957
574.8136957
680.3041709
736.0122874
670.6942224
583.9758775
670.6942224
699.6003374
699.6003374
718.8202344
680.3041709
574.8136957
513.7598619
452.5969465
406.0128504
405.9513127
359.3672166
529.0384177
475.6540566
413.7666101
406.0128504
513.7598619
452.5969465
536.6475009
612.805723
670.6942224
651.398056
699.524068
802.9823477
736.0122874
699.6003374
680.3041709
760.408868
796.9555244
718.8965039
772.5589438
790.832272
831.962753
852.3648703
883.0286466
748.2105777
760.3606535
931.7250171
956.6000146
964.1928304
962.6790729
956.6120286
922.87642
862.5457289
593.585826
766.4356913
971.0236474
962.6790729
883.0286466
815.180638
821.3038905
736.0122874
567.2046126
421.5203699
212.2500219
102.0186036
60.81986888
58.32841508
50.83428023
115.3862245
200.8684336
189.4868454
155.387067
217.9183228
269.3424593
421.5203699
513.7598619
661.0080045
760.408868
699.6003374
559.5351399
460.3151112
406.0128504
398.1975529
413.7666101
413.7666101
413.7666101
421.5203699
593.585826
718.8202344
670.6942224
567.2046126
574.8136957
622.491941
736.0122874
842.1436116
931.7075297
942.7595324
837.0531823
536.6475009
536.6475009
513.7598619
567.2046126
583.9758775
498.481306
413.7666101
498.5416956
467.9845839
421.5203699
429.3356674
335.9828619
239.6677801
359.3056788
483.2631397
452.5969465
351.5519191
444.8431868
390.4437932
359.3672166
405.9513127
390.3822555
351.5519191
254.5343847
161.1003544
144.0504653
183.8185445
195.2001328
239.6677801
138.3821644
88.65098273
48.32305299
58.32841508
122.0436168
306.2748508
291.4667762
195.2001328
178.1502436
206.5367345
200.9134202
178.1502436
269.2839293
291.4667762
232.2930078
195.2001328
217.9183228
269.3424593
254.4758547
276.7172316
276.7172316
247.1010824
132.668877
68.31400372
65.82254992
53.32573403
68.31400372
50.83428023
60.81986888
75.80813856
73.29691132
63.31132268
50.83428023
58.30864163
48.32305299
21.7129513
4.767502281
6.185374714
19.61388525
38.55545754
172.4819427
367.0594385
343.7981594
313.6496232
444.8431868
444.8431868
321.0829254
178.1502436
78.63847616
50.81450679
28.04346799
5.71275057
0
0
0
0
23.82867662
75.827912
161.1003544
183.863531
247.1010824
166.7686553
112.0311102
98.68990752
161.1003544
102.0186036
128.7274272
115.3598063
98.68990752
125.3723129
138.3821644
88.67740095
92.00609707
98.68990752
105.373718
138.3371779
247.1010824
335.9828619
343.7366216
336.0443997
239.6677801
200.8684336
161.1003544
161.1003544
183.8185445
206.581721
261.909157
321.0829254
343.7366216
390.4437932
437.0278893
475.593667
452.5969465
398.1975529
351.5519191
367.1209763
437.0894271
467.9845839
483.2631397
405.9513127
343.7981594
306.2748508
224.9182355
115.3862245
63.31132268
30.14253405
9.085236442
3.814752022
0
0
0
0
0
0
0
0
0
0
1.920504459
2.393128604
3.814752022
5.716501555
3.818503007
1.920504459
0.026256897
0
0
0
0
32.24160011
359.3672166
551.9260567
567.2046126
574.8740853
536.7078904
467.9845839
405.9513127
413.7666101
390.4437932
367.1209763
298.9000785
172.4369562
112.0575284
88.67740095
60.81986888
55.81718783
45.83159919
28.04346799
15.39909387
9.101895697
5.71275057
0.026256897
0
5.71275057
30.14253405
53.32573403
65.82254992
92.00609707
232.2930078
336.0443997
269.2839293
224.9182355
195.2001328
172.4819427
206.5367345
276.7172316
367.1209763
336.0443997
178.1502436
149.7187661
161.1003544
155.387067
217.9183228
306.2748508
306.2748508
398.1975529
506.0903892
603.272044
593.585826
670.6942224
680.3041709
632.1018895
847.2744411
925.0798256
862.5861291
933.9284227
947.4934412
883.0286466
831.9223528
802.9823477
603.1957745
429.2741296
306.2748508
217.9633093
105.373718
81.99359049
102.0186036
112.0311102
68.31400372
36.43973222
5.71275057
9.101895697
17.51481919
19.61388525
2.393128604
1.920504459
5.71275057
6.661749844
0.498881041
4.291127152
7.606998132
7.134373988
13.30002781
19.61388525
38.55545754
55.81718783
73.31668476
95.3612114
102.0186036
88.67740095
78.66489438
78.66489438
88.67740095
95.3612114
102.0186036
95.3612114
85.34870483
63.31132268
50.83428023
40.82891815
38.55545754
23.81201736
11.20096176
5.71275057
1.920504459
0.975256171
0.498881041
0
1.920504459
9.085236442
21.7129513
34.34066617
50.83428023
50.83428023
53.32573403
60.81986888
68.31400372
78.66489438
85.32228661
88.67740095
92.03251529
98.68990752
108.7024141
112.0575284
102.0186036
98.68990752
102.0186036
105.3472998
118.7149207
118.7149207
172.4369562
298.8415486
437.0278893
567.2046126
583.9758775
603.1957745
