Hydrogen load
0
0
0
0
0
0
5.6475
35.401
41.587
11.248
17.243
22.445
16.693
27.924
22.147
23.319
16.762
33.935
11.527
10.749
0
0
5.5919
0
0
0
0
0
0
5.4678
16.215
14.55
17.304
7.823
16.972
23.745
11.685
26.132
28.606
22.479
26.333
28.054
10.423
11.529
10.348
23.147
0
0
0
5.7684
6.2548
0
0
0
5.8735
11.445
22.409
13.205
21.351
33.39
11.085
5.8546
5.0515
12.514
17.058
5.9889
5.405
5.5995
5.411
6.1557
6.2057
6.1562
5.5607
0
0
0
0
0
4.6543
0
7.4974
18.338
5.7864
25.391
29.363
35.08
24.13
32.9
32.204
27.87
15.987
10.574
21.974
0
6.1713
0
0
0
0
5.903
11.488
11.806
16.24
39.985
31.466
34.379
11.401
28.862
21.995
32.336
15.847
16.225
30.406
23.071
19.493
24.984
11.922
0
6.3817
0
0
0
0
0
5.8134
0
11.086
11.926
5.3749
22.798
30.896
16.532
24.211
17.031
22.359
22.414
12.15
21.326
5.7562
6.0721
0
10.999
11.695
5.3222
0
0
0
0
0
5.0788
10.971
26.022
29.795
26.798
33.872
27.255
16.374
21.635
5.22
23.217
33.252
22.182
28.143
6.0938
0
5.596
4.5651
4.8969
0
0
0
0
0
0
11.403
23.185
19.808
24.61
5.1224
22.336
15.696
11.155
21.392
5.5819
17.476
11.734
11.075
16.026
5.7464
10.847
11.317
0
0
0
0
0
0
6.1867
5.235
16.719
26.339
23.535
25.708
23.721
27.357
44.585
23.39
36.105
28.355
15.944
17.002
5.2303
17.016
10.676
0
5.2647
6.4655
0
6.0289
0
0
6.0436
0
6.1183
10.547
17.765
34.365
22.946
15.583
30.271
23.501
36.049
21.168
6.6436
5.6838
6.2346
0
5.6124
0
5.2513
0
0
0
0
0
0
0
17.589
22.599
10.361
41.739
34.414
32.876
23.981
23.087
21.767
21.894
11.754
18.326
5.3259
11.05
4.8847
5.1309
0
0
0
0
6.12
6.342
0
16.802
21.685
22.003
12.454
27.871
16.405
19.039
36.323
10.865
18.411
36.219
15.857
27.954
11.267
5.8658
16.741
0
5.0946
0
0
0
0
0
0
10.307
22.224
14.925
37.456
11.124
11.5
21.543
11.909
28.757
32.137
23.048
21.47
22.861
3.139
13.49
18.268
5.4033
12.253
0
4.6056
0
0
0
0
5.4274
5.5205
7.0494
13.263
10.837
28.461
16.477
21.35
4.9954
22.153
20.292
14.192
15.752
10.383
10.768
10.595
0
0
0
0
0
0
0
10.24
12.988
8.8589
27.754
28.799
19.037
13.283
15.093
28.227
5.4772
20.239
22.715
17.611
11.939
13.854
18.446
0
0
0
0
0
0
0
0
0
21.353
28.497
5.8519
22.898
13.133
19.71
21.885
17.821
15.1
14.898
21.824
16.947
26.728
18.591
21.954
11.566
5.6091
5.612
5.2891
0
0
6.3486
0
0
5.4826
26.871
7.535
31.521
23.03
18.76
26.338
15.668
17.988
17.232
11.382
11.936
6.213
5.9147
11.035
0
0
0
5.9909
0
0
0
0
0
0
10.812
5.4111
20.385
18.363
44.497
22.93
27.84
17.445
28.959
42.231
22.143
10.822
15.23
24.717
0
5.2358
0
5.5528
0
0
6.2672
5.4938
5.4595
23.817
32.459
28.86
17.088
26.023
27.466
16.14
27.662
10.523
27.645
24.353
31.507
33.056
10.12
5.8332
0
0
0
0
0
0
0
0
0
16.963
20.614
34.667
21.152
5.8919
17.992
39.427
16.302
23.33
28.452
15.914
6.0933
5.6686
5.1377
0
5.9601
5.6873
0
0
0
0
0
0
16.605
18.805
24.4
17.426
22.817
16.915
17.75
23.131
17.813
27.585
11.627
32.633
21.512
17.917
16.144
1.5836
9.2048
11.676
0
0
0
0
0
0
5.4316
11.707
21.879
39.516
1.7116
8.9013
28.807
11.422
28.188
11.86
35.037
21.321
9.7747
17.303
10.438
10.822
0
5.8232
0
0
0
0
0
0
0
33.217
24.99
15.062
5.9429
31.034
31.589
25.838
27.882
22.605
26.317
38.309
24.051
22.245
0
11.804
11.536
0
0
22.14
0
0
4.4359
0
0
0
16.371
13.728
35.113
13.59
5.7465
28.12
20.586
5.245
40.614
22.254
11.489
11.46
16.007
5.9434
6.1326
0
5.1835
0
0
0
6.1377
0
0
0
16.715
33.733
21.638
22.398
28.731
37.553
32.979
27.961
11.59
32.111
26.488
16.547
11.211
12.087
3.4696
0
0
0
0
0
5.8597
0
0
21.694
27.375
26.287
