Power Output in kW for 1 kW turbine 
0.498088572
0.507455052
0.633671586
0.513016719
0.457890333
0.448019949
0.486192358
0.568677652
0.491166705
0.487026523
0.521389012
0.489779267
0.592383852
0.523001163
0.527892093
0.500875363
0.489624351
0.298784938
0.274979072
0.296366763
0.326196001
0.305528133
0.375854583
0.266130063
0.27894939
0.282411536
0.3074715
0.250188936
0.257242324
0.232831264
0.128575266
0.178535432
0.187497107
0.168877001
0.152147274
0.141215999
0.120116075
0.116116958
0.078807846
0.061131171
0.073824548
0.155000226
0.112917843
0.143093644
0.15431057
0.227871593
0.139557264
0.163420262
0.164006692
0.173399367
0.159851847
0.134457367
0.1266291
0.086267264
0.108162329
0.131078496
0.114150325
0.135518103
0.201215419
0.217498066
0.300716131
0.166838288
0.164368873
0.13045914
0.082731929
0.144096537
0.147550158
0.078986969
0.108409715
0.066353485
0.045531887
0.082662609
0.053086135
0.061609204
0.038089443
0.046881692
0.039536686
0.02907546
0.044790215
0.03420531
0.031072642
0.019908138
0.041771985
0.04465529
0.02171955
0.018155658
0.034989632
0.015986137
0.049032617
0.01957332
0.013274656
0.03111906
0.016811799
0.01007329
0.039859646
0.055350413
0.085657245
0.07380403
0.070111754
0.060566626
0.072352185
0.05652664
0.035168817
0.0318435
0.040466027
0.067340051
0.079915307
0.063398776
0.057915264
0.038366575
0.082739138
0.049587956
0.08053808
0.114213507
0.053446601
0.086177979
0.061268148
0.084140517
0.073398645
0.041774048
0.036233055
0.036756526
0.04428634
0.079345771
0.054997711
0.03829418
0.044295767
0.03727279
0.06550445
0.095381885
0.088961882
0.077944947
0.096347404
0.114357667
0.079849314
0.081486936
0.060298218
0.052228782
0.062829795
0.110257994
0.072763116
0.059941635
0.060762942
0.131237784
0.070972989
0.071527551
0.122026645
0.102743855
0.075548128
0.131095403
0.153837154
0.106892471
0.184666363
0.132844906
0.217128379
0.157807795
0.19596352
0.193809949
0.185134633
0.250452998
0.164971321
0.253683943
0.206170395
0.277665463
0.264631365
0.231962793
0.159761079
0.160064528
0.092796126
0.052033021
0.05090371
0.056360271
0.104564548
0.163026046
0.221735967
0.210486928
0.293418993
0.374503204
0.334998221
0.551956901
0.594457657
0.608219083
0.679706606
0.66509492
0.606349202
0.628366101
0.69657874
0.705999
0.670733942
0.779500585
0.773795454
0.819457396
0.881671097
0.903734218
0.959544634
0.969811905
0.984113423
0.977165401
0.993909827
0.983870834
0.978751321
0.972544607
0.96498876
0.934737296
0.939614195
0.923357574
0.926013076
0.874545615
0.862525842
0.911084207
0.783436792
0.810685199
0.810165665
0.684808167
0.556939759
0.513209088
0.51681983
0.488097318
0.473923324
0.445764299
0.481824058
0.403122594
0.372191556
0.254863419
0.30680342
0.247206796
0.316144365
0.253381152
0.215585084
0.165106583
0.078520582
0.066545918
0.060246644
0.074004227
0.052672986
0.064999243
0.038883494
0.042461964
0.091319881
0.067174237
0.048883662
0.054815815
0.06511792
0.062591334
0.085295671
